title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
The Show Must Go On: The Queen + Adam Lambert Story,Movie,2019,,81,Music,['US'],,tt9856280,7.8,1923.0
Iron Fists and Kung Fu Kicks,Movie,2019,,108,Documentation,['AU'],,tt10255782,6.6,1146.0
Iron Fists and Kung Fu Kicks,Movie,2019,,108,History,['AU'],,tt10255782,6.6,1146.0
Taj Mahal 1989,TV Show,2020,,34,Drama,['IO'],1.0,tt11725706,7.4,1522.0
Taj Mahal 1989,TV Show,2020,,34,Comedy,['IO'],1.0,tt11725706,7.4,1522.0
Taj Mahal 1989,TV Show,2020,,34,Romance,['IO'],1.0,tt11725706,7.4,1522.0
Benchwarmers 2: Breaking Balls,Movie,2019,PG-13,90,Comedy,['US'],,tt8750122,4.1,947.0
Benchwarmers 2: Breaking Balls,Movie,2019,PG-13,90,Sport,['US'],,tt8750122,4.1,947.0
I'm No Longer Here,Movie,2019,,112,Drama,"['MX', 'US']",,tt4323594,7.3,7727.0
Glow Up: Britain's Next Make-Up Star,TV Show,2019,TV-14,54,Reality,['GB'],4.0,tt9680524,6.8,1975.0
Rocko's Modern Life: Static Cling,Movie,2019,,45,Comedy,['US'],,tt6172460,6.9,3820.0
Rocko's Modern Life: Static Cling,Movie,2019,,45,Animation,['US'],,tt6172460,6.9,3820.0
Rocko's Modern Life: Static Cling,Movie,2019,,45,Fantasy,['US'],,tt6172460,6.9,3820.0
Rocko's Modern Life: Static Cling,Movie,2019,,45,Scifi,['US'],,tt6172460,6.9,3820.0
Rocko's Modern Life: Static Cling,Movie,2019,,45,Action,['US'],,tt6172460,6.9,3820.0
Rocko's Modern Life: Static Cling,Movie,2019,,45,Family,['US'],,tt6172460,6.9,3820.0
Dear Mother,Movie,2020,,98,Comedy,"['BE', 'FR']",,tt10551904,5.8,1195.0
Dear Mother,Movie,2020,,98,Drama,"['BE', 'FR']",,tt10551904,5.8,1195.0
Rising High,Movie,2020,,94,Comedy,['DE'],,tt9806336,5.9,4905.0
Rising High,Movie,2020,,94,Drama,['DE'],,tt9806336,5.9,4905.0
Magical Andes,TV Show,2019,,35,Documentation,['DE'],2.0,tt11816968,7.8,523.0
Dragons: Rescue Riders,TV Show,2019,TV-Y,24,Animation,['US'],2.0,tt10687134,5.9,304.0
Dragons: Rescue Riders,TV Show,2019,TV-Y,24,Action,['US'],2.0,tt10687134,5.9,304.0
Dragons: Rescue Riders,TV Show,2019,TV-Y,24,Comedy,['US'],2.0,tt10687134,5.9,304.0
Dragons: Rescue Riders,TV Show,2019,TV-Y,24,Family,['US'],2.0,tt10687134,5.9,304.0
Dragons: Rescue Riders,TV Show,2019,TV-Y,24,Fantasy,['US'],2.0,tt10687134,5.9,304.0
Dragons: Rescue Riders,TV Show,2019,TV-Y,24,Scifi,['US'],2.0,tt10687134,5.9,304.0
My Perfect Landing,TV Show,2020,TV-G,25,Family,['CA'],1.0,tt10268080,6.6,161.0
Uncorked,Movie,2020,,104,Drama,['US'],,tt9261218,6.4,5414.0
Uncorked,Movie,2020,,104,Comedy,['US'],,tt9261218,6.4,5414.0
The Crowned Clown,TV Show,2019,TV-14,75,Action,['KR'],1.0,tt9266592,8.0,880.0
The Crowned Clown,TV Show,2019,TV-14,75,History,['KR'],1.0,tt9266592,8.0,880.0
The Crowned Clown,TV Show,2019,TV-14,75,Romance,['KR'],1.0,tt9266592,8.0,880.0
The Crowned Clown,TV Show,2019,TV-14,75,Drama,['KR'],1.0,tt9266592,8.0,880.0
Mr. Iglesias,TV Show,2019,TV-14,29,Comedy,['US'],3.0,tt8403536,7.1,6703.0
Undercover Brother 2,Movie,2019,R,85,Action,['US'],,tt6843446,3.4,670.0
Undercover Brother 2,Movie,2019,R,85,Comedy,['US'],,tt6843446,3.4,670.0
"Love, Guaranteed",Movie,2020,,90,Comedy,['US'],,tt11100856,5.6,17092.0
"Love, Guaranteed",Movie,2020,,90,Romance,['US'],,tt11100856,5.6,17092.0
Crime Diaries: Night Out,TV Show,2019,TV-MA,45,Crime,['MX'],1.0,tt10242266,7.3,850.0
Pets United,Movie,2019,,89,Comedy,"['CN', 'DE', 'GB']",,tt11276598,3.7,2677.0
Pets United,Movie,2019,,89,Animation,"['CN', 'DE', 'GB']",,tt11276598,3.7,2677.0
Under the Eiffel Tower,Movie,2019,,87,Romance,['US'],,tt6251390,5.4,992.0
Under the Eiffel Tower,Movie,2019,,87,Comedy,['US'],,tt6251390,5.4,992.0
Awake: The Million Dollar Game,TV Show,2019,TV-PG,42,Reality,['US'],1.0,tt10370956,5.9,759.0
Oktoberfest: Beer & Blood,TV Show,2020,TV-MA,48,Drama,['DE'],1.0,tt10244612,6.8,2119.0
Oktoberfest: Beer & Blood,TV Show,2020,TV-MA,48,History,['DE'],1.0,tt10244612,6.8,2119.0
Oktoberfest: Beer & Blood,TV Show,2020,TV-MA,48,Thriller,['DE'],1.0,tt10244612,6.8,2119.0
Dragons: Rescue Riders: Secrets of the Songwing,Movie,2020,,46,Animation,['US'],,tt12599350,5.1,175.0
Dragons: Rescue Riders: Secrets of the Songwing,Movie,2020,,46,Action,['US'],,tt12599350,5.1,175.0
Dragons: Rescue Riders: Secrets of the Songwing,Movie,2020,,46,Comedy,['US'],,tt12599350,5.1,175.0
Dragons: Rescue Riders: Secrets of the Songwing,Movie,2020,,46,Family,['US'],,tt12599350,5.1,175.0
Dragons: Rescue Riders: Secrets of the Songwing,Movie,2020,,46,Fantasy,['US'],,tt12599350,5.1,175.0
All My Friends Are Dead,Movie,2020,,95,Thriller,['PL'],,tt13728990,5.8,6126.0
All My Friends Are Dead,Movie,2020,,95,Drama,['PL'],,tt13728990,5.8,6126.0
All My Friends Are Dead,Movie,2020,,95,Comedy,['PL'],,tt13728990,5.8,6126.0
All My Friends Are Dead,Movie,2020,,95,Crime,['PL'],,tt13728990,5.8,6126.0
SAINT SEIYA: Knights of the Zodiac,TV Show,2019,TV-14,25,Scifi,['JP'],2.0,tt6908976,4.5,1808.0
SAINT SEIYA: Knights of the Zodiac,TV Show,2019,TV-14,25,Action,['JP'],2.0,tt6908976,4.5,1808.0
SAINT SEIYA: Knights of the Zodiac,TV Show,2019,TV-14,25,Animation,['JP'],2.0,tt6908976,4.5,1808.0
SAINT SEIYA: Knights of the Zodiac,TV Show,2019,TV-14,25,Fantasy,['JP'],2.0,tt6908976,4.5,1808.0
Holiday in the Wild,Movie,2019,,85,Romance,['US'],,tt8510488,6.1,15053.0
Holiday in the Wild,Movie,2019,,85,Comedy,['US'],,tt8510488,6.1,15053.0
Holiday in the Wild,Movie,2019,,85,Drama,['US'],,tt8510488,6.1,15053.0
Hache,TV Show,2019,TV-MA,45,Crime,['ES'],2.0,tt8575476,6.5,1610.0
Hache,TV Show,2019,TV-MA,45,Drama,['ES'],2.0,tt8575476,6.5,1610.0
Hache,TV Show,2019,TV-MA,45,Thriller,['ES'],2.0,tt8575476,6.5,1610.0
LEGO Marvel Avengers: Climate Conundrum,TV Show,2020,TV-Y7,22,Action,['US'],1.0,tt13783758,6.6,65.0
LEGO Marvel Avengers: Climate Conundrum,TV Show,2020,TV-Y7,22,Animation,['US'],1.0,tt13783758,6.6,65.0
Bert Kreischer: Hey Big Boy,Movie,2020,,62,Comedy,['US'],,tt11810424,7.0,1913.0
Ronny Chieng: Asian Comedian Destroys America!,Movie,2019,,63,Comedy,['US'],,tt11248800,7.4,3077.0
The Edge of Democracy,Movie,2019,,121,Documentation,['BR'],,tt6016744,7.2,14605.0
The Edge of Democracy,Movie,2019,,121,History,['BR'],,tt6016744,7.2,14605.0
Sextuplets,Movie,2019,,97,Comedy,['US'],,tt8976710,4.4,8380.0
Legacy of Lies,Movie,2020,R,101,Thriller,"['UA', 'GB', 'US', 'NL', 'PL']",,tt6834916,5.0,3307.0
Legacy of Lies,Movie,2020,R,101,Action,"['UA', 'GB', 'US', 'NL', 'PL']",,tt6834916,5.0,3307.0
The Chosen One,TV Show,2019,TV-MA,27,Thriller,['BR'],2.0,tt9048368,5.7,661.0
The Chosen One,TV Show,2019,TV-MA,27,Drama,['BR'],2.0,tt9048368,5.7,661.0
Mystic Pop-up Bar,TV Show,2020,,69,Scifi,['KR'],1.0,tt12246190,8.0,1977.0
Mystic Pop-up Bar,TV Show,2020,,69,Comedy,['KR'],1.0,tt12246190,8.0,1977.0
Mystic Pop-up Bar,TV Show,2020,,69,Fantasy,['KR'],1.0,tt12246190,8.0,1977.0
Big Timber,TV Show,2020,,45,Reality,['CA'],2.0,tt13322572,6.5,577.0
M8 - When Death Rescues Life,Movie,2019,,84,Drama,['BR'],,tt11321572,7.0,608.0
M8 - When Death Rescues Life,Movie,2019,,84,Thriller,['BR'],,tt11321572,7.0,608.0
Carmel: Who Killed Maria Marta?,TV Show,2020,TV-14,58,Crime,['AR'],1.0,tt13244092,7.0,2375.0
Carmel: Who Killed Maria Marta?,TV Show,2020,TV-14,58,Documentation,['AR'],1.0,tt13244092,7.0,2375.0
Morphle,TV Show,2019,TV-Y,6,Animation,"['GB', 'NL']",5.0,tt10087694,5.1,77.0
Morphle,TV Show,2019,TV-Y,6,Family,"['GB', 'NL']",5.0,tt10087694,5.1,77.0
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",Movie,2020,,44,Documentation,['CA'],,tt12004838,8.6,1357.0
"Nisman. The Prosecutor, the President and the Spy",TV Show,2019,,62,Thriller,['AR'],1.0,tt11618264,7.6,569.0
"Nisman. The Prosecutor, the President and the Spy",TV Show,2019,,62,Documentation,['AR'],1.0,tt11618264,7.6,569.0
"Nisman. The Prosecutor, the President and the Spy",TV Show,2019,,62,Crime,['AR'],1.0,tt11618264,7.6,569.0
"Nisman. The Prosecutor, the President and the Spy",TV Show,2019,,62,History,['AR'],1.0,tt11618264,7.6,569.0
Taco Chronicles,TV Show,2019,TV-MA,30,Documentation,['MX'],2.0,,,
Women of the Night,TV Show,2019,TV-MA,47,Crime,"['NL', 'BE']",2.0,tt7785420,6.3,871.0
Women of the Night,TV Show,2019,TV-MA,47,Drama,"['NL', 'BE']",2.0,tt7785420,6.3,871.0
Guilty,Movie,2020,,119,Thriller,['IN'],,,,
Go!,Movie,2020,,103,Family,['AU'],,tt8116640,5.9,2723.0
Go!,Movie,2020,,103,Sport,['AU'],,tt8116640,5.9,2723.0
100 Humans: Life's Questions. Answered.,TV Show,2020,TV-14,37,Documentation,['US'],1.0,tt11823088,5.7,3958.0
100 Humans: Life's Questions. Answered.,TV Show,2020,TV-14,37,Reality,['US'],1.0,tt11823088,5.7,3958.0
Nobody's Looking,TV Show,2019,TV-MA,20,Comedy,['BR'],1.0,tt11131980,7.7,1956.0
Nobody's Looking,TV Show,2019,TV-MA,20,Drama,['BR'],1.0,tt11131980,7.7,1956.0
Nobody's Looking,TV Show,2019,TV-MA,20,Fantasy,['BR'],1.0,tt11131980,7.7,1956.0
"Hi Bye, Mama!",TV Show,2020,,61,Scifi,['KR'],2.0,tt11804034,8.0,1561.0
"Hi Bye, Mama!",TV Show,2020,,61,Comedy,['KR'],2.0,tt11804034,8.0,1561.0
"Hi Bye, Mama!",TV Show,2020,,61,Drama,['KR'],2.0,tt11804034,8.0,1561.0
"Hi Bye, Mama!",TV Show,2020,,61,Fantasy,['KR'],2.0,tt11804034,8.0,1561.0
Seven,Movie,2019,,113,Drama,[],,tt12553430,7.5,29.0
(Un)Well,TV Show,2020,TV-MA,52,Reality,['US'],1.0,tt12759384,6.4,1041.0
(Un)Well,TV Show,2020,TV-MA,52,Documentation,['US'],1.0,tt12759384,6.4,1041.0
Heroes of Goo Jit Zu,TV Show,2019,TV-Y7,12,Animation,[],1.0,tt10589932,7.5,23.0
Heroes of Goo Jit Zu,TV Show,2019,TV-Y7,12,Action,[],1.0,tt10589932,7.5,23.0
Heroes of Goo Jit Zu,TV Show,2019,TV-Y7,12,Comedy,[],1.0,tt10589932,7.5,23.0
Heroes of Goo Jit Zu,TV Show,2019,TV-Y7,12,Scifi,[],1.0,tt10589932,7.5,23.0
Miracle in Cell No. 7,Movie,2019,,132,Drama,['TR'],,tt10431500,8.2,46939.0
Lady Driver,Movie,2020,PG,104,Drama,['US'],,tt7562334,5.8,1463.0
Lady Driver,Movie,2020,PG,104,Sport,['US'],,tt7562334,5.8,1463.0
The Last Word,TV Show,2020,TV-MA,45,Comedy,['DE'],1.0,tt10506510,7.0,948.0
The Last Word,TV Show,2020,TV-MA,45,Drama,['DE'],1.0,tt10506510,7.0,948.0
Captain Underpants: Mega Blissmas,Movie,2020,G,46,Comedy,['US'],,tt13411948,5.3,155.0
Captain Underpants: Mega Blissmas,Movie,2020,G,46,Animation,['US'],,tt13411948,5.3,155.0
Captain Underpants: Mega Blissmas,Movie,2020,G,46,Family,['US'],,tt13411948,5.3,155.0
Broken,TV Show,2019,,59,Documentation,['US'],1.0,,,
The Innocence Files,TV Show,2020,TV-MA,64,Documentation,['US'],1.0,tt11958922,8.0,2622.0
The Innocence Files,TV Show,2020,TV-MA,64,Crime,['US'],1.0,tt11958922,8.0,2622.0
The Innocence Files,TV Show,2020,TV-MA,64,Drama,['US'],1.0,tt11958922,8.0,2622.0
Furie,Movie,2019,,98,Thriller,['FR'],,tt8246392,5.6,2731.0
Furie,Movie,2019,,98,Drama,['FR'],,tt8246392,5.6,2731.0
Furie,Movie,2019,,98,Horror,['FR'],,tt8246392,5.6,2731.0
Mortel,TV Show,2019,TV-MA,52,Fantasy,['FR'],2.0,tt8403570,6.5,1390.0
Mortel,TV Show,2019,TV-MA,52,Horror,['FR'],2.0,tt8403570,6.5,1390.0
Mortel,TV Show,2019,TV-MA,52,Scifi,['FR'],2.0,tt8403570,6.5,1390.0
Mortel,TV Show,2019,TV-MA,52,Crime,['FR'],2.0,tt8403570,6.5,1390.0
Mortel,TV Show,2019,TV-MA,52,Drama,['FR'],2.0,tt8403570,6.5,1390.0
Hard Kill,Movie,2020,R,98,Thriller,['US'],,tt11656172,3.4,19728.0
Hard Kill,Movie,2020,R,98,Action,['US'],,tt11656172,3.4,19728.0
Next in Fashion,TV Show,2020,TV-14,51,Reality,['US'],1.0,tt10394770,7.3,3572.0
Losers,TV Show,2019,TV-MA,8,Documentation,['GB'],1.0,tt9817218,7.6,1741.0
Losers,TV Show,2019,TV-MA,8,Sport,['GB'],1.0,tt9817218,7.6,1741.0
Losers,TV Show,2019,TV-MA,8,Comedy,['GB'],1.0,tt9817218,7.6,1741.0
Losers,TV Show,2019,TV-MA,8,European,['GB'],1.0,tt9817218,7.6,1741.0
Kota Factory,TV Show,2019,TV-MA,42,Drama,['IN'],2.0,tt9432978,9.3,66985.0
Kota Factory,TV Show,2019,TV-MA,42,Comedy,['IN'],2.0,tt9432978,9.3,66985.0
1994,TV Show,2019,TV-MA,178,Documentation,['MX'],1.0,tt10243640,7.5,514.0
1994,TV Show,2019,TV-MA,178,History,['MX'],1.0,tt10243640,7.5,514.0
The School Nurse Files,TV Show,2020,TV-14,51,Scifi,['KR'],1.0,tt12879522,6.4,1147.0
The School Nurse Files,TV Show,2020,TV-14,51,Comedy,['KR'],1.0,tt12879522,6.4,1147.0
The School Nurse Files,TV Show,2020,TV-14,51,Drama,['KR'],1.0,tt12879522,6.4,1147.0
The School Nurse Files,TV Show,2020,TV-14,51,Fantasy,['KR'],1.0,tt12879522,6.4,1147.0
Work It,Movie,2020,PG-13,93,Music,['US'],,tt10276470,6.1,12828.0
Work It,Movie,2020,PG-13,93,Comedy,['US'],,tt10276470,6.1,12828.0
Ultras,Movie,2020,,109,Drama,['IT'],,tt10937434,6.2,4831.0
Bethany Hamilton: Unstoppable,Movie,2019,PG,99,Documentation,['US'],,tt6435258,7.4,705.0
Bethany Hamilton: Unstoppable,Movie,2019,PG,99,Sport,['US'],,tt6435258,7.4,705.0
Jungle Beat: The Movie,Movie,2020,G,84,Scifi,['MU'],,tt12139700,5.5,983.0
Jungle Beat: The Movie,Movie,2020,G,84,Fantasy,['MU'],,tt12139700,5.5,983.0
Jungle Beat: The Movie,Movie,2020,G,84,Animation,['MU'],,tt12139700,5.5,983.0
Jungle Beat: The Movie,Movie,2020,G,84,Comedy,['MU'],,tt12139700,5.5,983.0
Jungle Beat: The Movie,Movie,2020,G,84,Family,['MU'],,tt12139700,5.5,983.0
Monarca,TV Show,2019,TV-MA,44,Drama,['MX'],2.0,tt8655736,7.8,3210.0
Les de l'hoquei,TV Show,2019,TV-MA,50,Sport,['ES'],2.0,tt9486226,6.8,429.0
Les de l'hoquei,TV Show,2019,TV-MA,50,Drama,['ES'],2.0,tt9486226,6.8,429.0
The Binding,Movie,2020,,93,Drama,['IT'],,tt10914452,4.8,4145.0
The Binding,Movie,2020,,93,Thriller,['IT'],,tt10914452,4.8,4145.0
The Binding,Movie,2020,,93,Horror,['IT'],,tt10914452,4.8,4145.0
If Anything Happens I Love You,Movie,2020,PG,12,Drama,['US'],,,,
Residue,Movie,2020,,90,Drama,['US'],,tt11568878,6.5,570.0
La Línea: Shadow of Narco,TV Show,2020,TV-MA,30,Crime,['ES'],1.0,tt12875794,6.4,386.0
La Línea: Shadow of Narco,TV Show,2020,TV-MA,30,Documentation,['ES'],1.0,tt12875794,6.4,386.0
The Witcher: A Look Inside the Episodes,TV Show,2020,,6,Documentation,['GB'],1.0,tt12748032,7.1,151.0
Feel the Beat,Movie,2020,G,107,Drama,"['CA', 'US']",,tt10714856,6.3,10749.0
Feel the Beat,Movie,2020,G,107,Comedy,"['CA', 'US']",,tt10714856,6.3,10749.0
Feel the Beat,Movie,2020,G,107,Family,"['CA', 'US']",,tt10714856,6.3,10749.0
Debt Collectors,Movie,2020,R,97,Comedy,['US'],,tt10933680,5.7,4230.0
Debt Collectors,Movie,2020,R,97,Action,['US'],,tt10933680,5.7,4230.0
Ella Fitzgerald: Just One of Those Things,Movie,2019,,89,Music,['GB'],,tt9824012,6.9,413.0
Ella Fitzgerald: Just One of Those Things,Movie,2019,,89,Documentation,['GB'],,tt9824012,6.9,413.0
All Together Now,Movie,2020,PG,92,Drama,['US'],,tt3155342,6.5,4182.0
Coffee & Kareem,Movie,2020,,88,Action,['US'],,tt9898858,5.1,13469.0
Coffee & Kareem,Movie,2020,,88,Comedy,['US'],,tt9898858,5.1,13469.0
Coffee & Kareem,Movie,2020,,88,Crime,['US'],,tt9898858,5.1,13469.0
Gigantosaurus,TV Show,2019,TV-G,13,Animation,"['FR', 'US']",3.0,tt9636800,6.9,159.0
Fortune Feimster: Sweet & Salty,Movie,2020,,61,Comedy,[],,tt11488724,6.9,949.0
Fortune Feimster: Sweet & Salty,Movie,2020,,61,Drama,[],,tt11488724,6.9,949.0
Family Reunion,TV Show,2019,TV-PG,29,Family,['US'],5.0,tt9153270,6.4,2576.0
Family Reunion,TV Show,2019,TV-PG,29,Comedy,['US'],5.0,tt9153270,6.4,2576.0
Tom Segura: Ball Hog,Movie,2020,,70,Comedy,['US'],,tt11861072,7.3,2848.0
Record of Youth,TV Show,2020,TV-14,73,Drama,['KR'],1.0,tt12850322,7.3,2278.0
Record of Youth,TV Show,2020,TV-14,73,Romance,['KR'],1.0,tt12850322,7.3,2278.0
Dark Forces,Movie,2020,,81,Thriller,[],,tt12536776,2.7,586.0
Dark Forces,Movie,2020,,81,Horror,[],,tt12536776,2.7,586.0
Dark Forces,Movie,2020,,81,Action,[],,tt12536776,2.7,586.0
The Hater,Movie,2020,,135,Drama,['PL'],,,,
The Hater,Movie,2020,,135,European,['PL'],,,,
Offering to the Storm,Movie,2020,,139,Crime,"['DE', 'ES']",,tt7304824,6.2,6215.0
Offering to the Storm,Movie,2020,,139,Thriller,"['DE', 'ES']",,tt7304824,6.2,6215.0
Offering to the Storm,Movie,2020,,139,European,"['DE', 'ES']",,tt7304824,6.2,6215.0
You Cannot Hide,TV Show,2019,TV-MA,45,Action,['MX'],1.0,tt10367990,6.4,1098.0
You Cannot Hide,TV Show,2019,TV-MA,45,Crime,['MX'],1.0,tt10367990,6.4,1098.0
The Minions of Midas,TV Show,2020,TV-MA,53,Crime,['ES'],1.0,tt10147520,6.6,4065.0
The Minions of Midas,TV Show,2020,TV-MA,53,Drama,['ES'],1.0,tt10147520,6.6,4065.0
The Minions of Midas,TV Show,2020,TV-MA,53,Thriller,['ES'],1.0,tt10147520,6.6,4065.0
Hoops,TV Show,2020,,30,Comedy,['US'],1.0,,,
Unstoppable,TV Show,2020,TV-MA,34,Drama,['MX'],1.0,tt11996042,,
Unstoppable,TV Show,2020,TV-MA,34,Documentation,['MX'],1.0,tt11996042,,
Elisa & Marcela,Movie,2019,,118,Romance,['ES'],,tt6704898,6.6,4593.0
Elisa & Marcela,Movie,2019,,118,Drama,['ES'],,tt6704898,6.6,4593.0
Elisa & Marcela,Movie,2019,,118,European,['ES'],,tt6704898,6.6,4593.0
18 Presents,Movie,2020,,114,Fantasy,['IT'],,tt10816484,6.9,3739.0
18 Presents,Movie,2020,,114,Drama,['IT'],,tt10816484,6.9,3739.0
18 Presents,Movie,2020,,114,European,['IT'],,tt10816484,6.9,3739.0
Rose Island,Movie,2020,,117,Drama,['IT'],,tt10287954,7.0,20019.0
Rose Island,Movie,2020,,117,Comedy,['IT'],,tt10287954,7.0,20019.0
Oprah Winfrey Presents: When They See Us Now,Movie,2019,,61,Documentation,[],,tt10484298,7.8,2341.0
Osmosis,TV Show,2019,TV-MA,42,Scifi,['FR'],1.0,tt7043380,5.8,3003.0
Osmosis,TV Show,2019,TV-MA,42,Romance,['FR'],1.0,tt7043380,5.8,3003.0
Drug Squad: Costa del Sol,TV Show,2019,TV-MA,68,Action,['ES'],1.0,tt8478108,6.8,554.0
Drug Squad: Costa del Sol,TV Show,2019,TV-MA,68,Thriller,['ES'],1.0,tt8478108,6.8,554.0
Drug Squad: Costa del Sol,TV Show,2019,TV-MA,68,Drama,['ES'],1.0,tt8478108,6.8,554.0
Drug Squad: Costa del Sol,TV Show,2019,TV-MA,68,Romance,['ES'],1.0,tt8478108,6.8,554.0
Sky High,Movie,2020,,121,Crime,['ES'],,tt10978398,5.6,3465.0
Sky High,Movie,2020,,121,Thriller,['ES'],,tt10978398,5.6,3465.0
Sky High,Movie,2020,,121,Drama,['ES'],,tt10978398,5.6,3465.0
Sky High,Movie,2020,,121,Action,['ES'],,tt10978398,5.6,3465.0
Sky High,Movie,2020,,121,European,['ES'],,tt10978398,5.6,3465.0
Twelve Forever,TV Show,2019,TV-PG,22,Animation,['US'],1.0,tt8009622,6.6,664.0
Twelve Forever,TV Show,2019,TV-PG,22,Action,['US'],1.0,tt8009622,6.6,664.0
Twelve Forever,TV Show,2019,TV-PG,22,Comedy,['US'],1.0,tt8009622,6.6,664.0
Twelve Forever,TV Show,2019,TV-PG,22,Family,['US'],1.0,tt8009622,6.6,664.0
Twelve Forever,TV Show,2019,TV-PG,22,Fantasy,['US'],1.0,tt8009622,6.6,664.0
Funan,Movie,2019,,84,Drama,"['BE', 'KH', 'FR', 'LU']",,tt6342440,6.9,916.0
Funan,Movie,2019,,84,War,"['BE', 'KH', 'FR', 'LU']",,tt6342440,6.9,916.0
Funan,Movie,2019,,84,Animation,"['BE', 'KH', 'FR', 'LU']",,tt6342440,6.9,916.0
Funan,Movie,2019,,84,History,"['BE', 'KH', 'FR', 'LU']",,tt6342440,6.9,916.0
Funan,Movie,2019,,84,European,"['BE', 'KH', 'FR', 'LU']",,tt6342440,6.9,916.0
Circus of Books,Movie,2019,,92,Documentation,['US'],,tt8727582,7.1,4571.0
Circus of Books,Movie,2019,,92,History,['US'],,tt8727582,7.1,4571.0
Jinn,TV Show,2019,TV-14,32,Scifi,['JO'],1.0,tt10751504,3.5,10043.0
Jinn,TV Show,2019,TV-14,32,Drama,['JO'],1.0,tt10751504,3.5,10043.0
Jinn,TV Show,2019,TV-14,32,Fantasy,['JO'],1.0,tt10751504,3.5,10043.0
Jinn,TV Show,2019,TV-14,32,Horror,['JO'],1.0,tt10751504,3.5,10043.0
Jinn,TV Show,2019,TV-14,32,Thriller,['JO'],1.0,tt10751504,3.5,10043.0
Wheels of Fortune,Movie,2020,R,107,Comedy,['US'],,tt9735976,5.3,777.0
She,TV Show,2020,,33,Drama,['IN'],1.0,,,
The Grizzlies,Movie,2019,R,106,Drama,['CA'],,tt6365796,7.5,2012.0
The Grizzlies,Movie,2019,R,106,Sport,['CA'],,tt6365796,7.5,2012.0
Jo Koy: In His Elements,Movie,2020,,55,Comedy,['US'],,tt12357266,5.4,469.0
"Bikram: Yogi, Guru, Predator",Movie,2019,,86,Crime,['US'],,tt10883004,6.7,7367.0
"Bikram: Yogi, Guru, Predator",Movie,2019,,86,Documentation,['US'],,tt10883004,6.7,7367.0
Jenny Slate: Stage Fright,Movie,2019,,66,Comedy,['US'],,tt10971520,5.8,1268.0
Jenny Slate: Stage Fright,Movie,2019,,66,Reality,['US'],,tt10971520,5.8,1268.0
Her Mother's Killer,TV Show,2020,,44,Drama,['CO'],1.0,,,
Always a Witch,TV Show,2019,TV-14,40,Scifi,['CO'],2.0,tt8001250,6.3,2406.0
Always a Witch,TV Show,2019,TV-14,40,Drama,['CO'],2.0,tt8001250,6.3,2406.0
Always a Witch,TV Show,2019,TV-14,40,Fantasy,['CO'],2.0,tt8001250,6.3,2406.0
My Holo Love,TV Show,2020,TV-14,57,Scifi,['KR'],1.0,tt11058644,7.6,2401.0
My Holo Love,TV Show,2020,TV-14,57,Drama,['KR'],1.0,tt11058644,7.6,2401.0
My Holo Love,TV Show,2020,TV-14,57,Romance,['KR'],1.0,tt11058644,7.6,2401.0
Flavorful Origins,TV Show,2019,,12,Documentation,['CN'],4.0,tt9708598,7.6,592.0
Yankee,TV Show,2019,TV-MA,40,Drama,['MX'],1.0,tt9046782,5.9,687.0
Omniscient,TV Show,2020,,47,Scifi,['BR'],1.0,tt11542920,6.5,2089.0
Omniscient,TV Show,2020,,47,Drama,['BR'],1.0,tt11542920,6.5,2089.0
Omniscient,TV Show,2020,,47,Thriller,['BR'],1.0,tt11542920,6.5,2089.0
Seis Manos,TV Show,2019,TV-MA,26,Drama,['US'],1.0,tt10106108,7.1,1573.0
Seis Manos,TV Show,2019,TV-MA,26,Fantasy,['US'],1.0,tt10106108,7.1,1573.0
Seis Manos,TV Show,2019,TV-MA,26,Animation,['US'],1.0,tt10106108,7.1,1573.0
Seis Manos,TV Show,2019,TV-MA,26,Action,['US'],1.0,tt10106108,7.1,1573.0
Seis Manos,TV Show,2019,TV-MA,26,Crime,['US'],1.0,tt10106108,7.1,1573.0
The F**k-It List,Movie,2020,R,103,Comedy,['US'],,tt8145202,5.1,5866.0
Apache: The Life of Carlos Tevez,TV Show,2019,TV-MA,45,Drama,['AR'],1.0,tt10715172,7.3,1582.0
Apache: The Life of Carlos Tevez,TV Show,2019,TV-MA,45,Sport,['AR'],1.0,tt10715172,7.3,1582.0
Apache: The Life of Carlos Tevez,TV Show,2019,TV-MA,45,Thriller,['AR'],1.0,tt10715172,7.3,1582.0
Apache: The Life of Carlos Tevez,TV Show,2019,TV-MA,45,Crime,['AR'],1.0,tt10715172,7.3,1582.0
Jerry Seinfeld: 23 Hours to Kill,Movie,2020,,60,Comedy,['US'],,tt12117854,6.7,5061.0
You vs. Wild,TV Show,2019,TV-PG,20,Action,['US'],2.0,tt10044952,6.6,2570.0
You vs. Wild,TV Show,2019,TV-PG,20,Reality,['US'],2.0,tt10044952,6.6,2570.0
Immigration Nation,TV Show,2020,TV-MA,62,Documentation,['US'],1.0,tt12754910,7.4,1096.0
The Cabin with Bert Kreischer,TV Show,2020,TV-MA,27,Reality,[],1.0,tt13148876,6.6,1637.0
The Cabin with Bert Kreischer,TV Show,2020,TV-MA,27,Comedy,[],1.0,tt13148876,6.6,1637.0
